deviceID;msg_cnt;batch_ID;ec00;ec01;ec03;ec05;ec08;act_cnt;deact_cnt;boot_cnt;payload_cnt;1st_act;last_act;1st_deact;last_deact;1st_boot;last_boot;1st_payload;last_payload;lqi_avr;lqi_min;lqi_max;n_base_stations_avr;n_base_stations_min;n_base_stations_max;seq_max;runtime_total;runtime_act
9E7D3F;25;;3;0;0;0;0;1;0;0;21;2025-03-16_05:13;2025-03-16_05:13;;;2025-02-28_09:34;2025-03-05_08:10;2025-03-16_06:11;2025-03-18_00:06;1.96;1;2;0.8;0;2;47;17.605555555555554;1.7868055555555555
9EABAD;25;;2;0;1;0;0;1;0;0;21;2025-03-16_04:59;2025-03-16_04:59;;;2025-03-05_10:49;2025-03-17_04:11;2025-03-16_05:57;2025-03-17_03:57;1.96;1;2;1.08;0;2;26;11.723611111111111;0.9569444444444445
9E7386;24;;2;0;0;0;0;1;0;0;21;2025-03-11_23:10;2025-03-11_23:10;;;2025-02-28_08:39;2025-03-05_07:51;2025-03-12_00:09;2025-03-18_13:49;1.75;1;2;0.125;0;1;161;18.21527777777778;6.610416666666667
9E73EA;24;;2;0;0;0;0;1;0;0;21;2025-03-16_05:09;2025-03-16_05:09;;;2025-02-28_09:33;2025-03-05_07:48;2025-03-16_06:07;2025-03-17_07:56;1.9166666666666667;1;2;0.7083333333333334;0;1;30;16.93263888888889;1.1159722222222221
9EAD73;23;;2;0;0;0;0;1;0;0;20;2025-03-11_23:15;2025-03-11_23:15;;;2025-02-28_09:47;2025-03-05_07:23;2025-03-12_00:13;2025-03-14_15:54;1.6956521739130435;1;2;0.13043478260869565;0;1;68;14.254861111111111;2.69375
9E6DEB;23;;6;0;0;0;0;1;0;0;16;2025-04-03_15:42;2025-04-03_15:42;;;2025-02-28_08:50;2025-04-04_08:08;2025-04-03_16:40;2025-04-04_07:37;2.0;2;2;1.9130434782608696;0;3;24;34.97083333333333;0.6631944444444444
9E6FBD;22;;2;0;0;0;0;0;0;0;20;;;;;2025-03-05_07:08;2025-03-05_07:09;2025-03-16_00:32;2025-03-26_15:04;2.0;2;2;0.0;0;0;263;21.330555555555556;
9E773B;21;;2;0;0;0;0;1;0;0;18;2025-03-15_19:44;2025-03-15_19:44;;;2025-02-28_08:24;2025-03-05_07:55;2025-03-15_20:42;2025-03-25_09:29;1.5238095238095237;1;2;0.2857142857142857;0;2;232;25.04513888888889;9.572916666666666
9EAE05;21;;2;0;0;0;0;1;0;0;18;2025-03-17_06:54;2025-03-17_06:54;;;2025-02-28_08:44;2025-03-05_06:31;2025-03-17_07:53;2025-03-20_02:22;1.6666666666666667;1;2;0.047619047619047616;0;1;70;19.73472222222222;2.811111111111111
9E7D3E;20;;2;0;0;0;0;1;0;0;17;2025-03-11_15:33;2025-03-11_15:33;;;2025-02-28_09:14;2025-03-05_06:58;2025-03-11_16:32;2025-03-15_10:23;1.8;1;2;0.15;0;1;93;15.047916666666667;3.7847222222222223
9E7751;13;;2;0;0;0;0;1;0;0;10;2025-03-11_19:24;2025-03-11_19:24;;;2025-03-04_12:14;2025-03-05_06:55;2025-03-11_20:23;2025-03-12_05:29;1.7692307692307692;1;2;0.23076923076923078;0;1;13;7.71875;0.4201388888888889
9E7D4C;11;;2;0;0;0;0;1;0;0;8;2025-03-16_04:58;2025-03-16_04:58;;;2025-03-05_10:27;2025-03-05_12:03;2025-03-16_05:56;2025-03-16_12:57;2.0;2;2;1.0909090909090908;0;2;11;11.104166666666666;0.3326388888888889
9EAE9D;10;;1;0;0;0;9;0;0;0;0;;;;;2025-03-05_10:34;2025-03-05_12:04;;;2.0;2;2;0.3;0;1;10;0.0625;
9E7986;8;;2;0;0;0;0;1;0;0;5;2025-03-11_19:33;2025-03-11_19:33;;;2025-02-28_09:36;2025-03-05_06:44;2025-03-11_20:32;2025-03-12_00:33;1.875;1;2;0.375;0;1;8;11.622916666666667;0.20833333333333334
9E6A22;6;;4;0;1;1;0;0;0;0;0;;;;;2025-02-28_08:39;2025-04-03_09:44;;;2.0;2;2;1.3333333333333333;0;3;6;34.045138888888886;
9EADA7;4;;4;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:02;2025-04-03_09:54;;;2.0;2;2;1.25;0;3;6;34.03611111111111;
9E7736;3;;3;0;0;0;0;0;0;0;0;;;;;2025-02-28_08:36;2025-03-06_03:46;;;2.0;2;2;0.0;0;0;3;5.798611111111111;
9E7380;3;;2;0;0;0;1;0;0;0;0;;;;;2025-02-28_09:41;2025-04-03_09:42;;;2.0;2;2;1.0;0;3;4;34.00069444444444;
9E6FC7;3;;3;0;0;0;0;0;0;0;0;;;;;2025-03-05_10:35;2025-03-05_12:02;;;2.0;2;2;0.3333333333333333;0;1;3;0.06041666666666667;
9E77A6;3;;2;1;0;0;0;0;0;0;0;;;;;2025-02-28_09:40;2025-03-05_07:45;;;2.0;2;2;0.0;0;0;4;4.920138888888889;
9EADA9;3;;3;0;0;0;0;0;0;0;0;;;;;2025-03-05_10:25;2025-03-05_11:59;;;2.0;2;2;0.0;0;0;2;0.06527777777777778;
9E73E2;3;;2;1;0;0;0;0;0;0;0;;;;;2025-02-28_08:53;2025-03-05_06:20;;;2.0;2;2;0.0;0;0;3;4.89375;
9E6A20;3;;3;0;0;0;0;0;0;0;0;;;;;2025-02-28_08:53;2025-04-03_10:03;;;2.3333333333333335;2;3;1.0;0;3;3;34.048611111111114;
9E6C04;3;;3;0;0;0;0;0;0;0;0;;;;;2025-02-28_08:58;2025-04-03_09:38;;;2.0;2;2;0.6666666666666666;0;2;3;34.02777777777778;
9EAB4A;3;;3;0;0;0;0;0;0;0;0;;;;;2025-03-05_10:38;2025-03-05_12:16;;;2.0;2;2;0.3333333333333333;0;1;2;0.06805555555555555;
9EADAA;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_08:35;2025-03-05_07:57;;;2.0;2;2;0.0;0;0;2;4.973611111111111;
9EAEA0;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:33;2025-03-05_07:32;;;2.0;2;2;0.0;0;0;2;4.915972222222222;
9EAD64;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:30;2025-03-05_07:04;;;2.0;2;2;0.0;0;0;2;4.898611111111111;
9EAE8A;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:25;2025-03-05_07:00;;;2.0;2;2;0.0;0;0;2;4.899305555555555;
9EAED1;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:22;2025-03-05_06:51;;;2.0;2;2;0.0;0;0;1;4.895138888888889;
9EAE0C;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:34;2025-03-05_06:48;;;2.0;2;2;0.0;0;0;1;4.884722222222222;
9EAE0A;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:10;2025-03-04_14:59;;;2.0;2;2;0.5;0;1;2;4.242361111111111;
9EACF7;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:00;2025-03-05_09:09;;;2.0;2;2;0.5;0;1;2;5.00625;
9EAE9C;2;;2;0;0;0;0;0;0;0;0;;;;;2025-03-05_10:38;2025-03-05_12:05;;;2.0;2;2;0.0;0;0;2;0.06041666666666667;
9E77AB;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:49;2025-03-05_07:33;;;2.0;2;2;0.5;0;1;2;4.905555555555556;
9E774A;2;;2;0;0;0;0;0;0;0;0;;;;;2025-03-05_12:17;2025-03-05_12:17;;;2.0;2;2;0.5;0;1;2;0.0;
9E7D48;2;;2;0;0;0;0;0;0;0;0;;;;;2025-03-05_10:35;2025-03-05_11:57;;;2.0;2;2;1.0;1;1;1;0.05694444444444444;
9E7D46;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:17;2025-03-05_07:09;;;2.0;2;2;0.5;0;1;2;4.911111111111111;
9E7D49;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:20;2025-03-05_07:04;;;2.0;2;2;0.0;0;0;2;4.905555555555556;
9EA85C;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:29;2025-03-05_06:55;;;2.0;2;2;0.0;0;0;2;4.893055555555556;
9E792D;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_08:50;2025-03-05_06:37;;;2.0;2;2;0.0;0;0;2;4.907638888888889;
9EA857;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_08:52;2025-03-05_06:26;;;2.0;2;2;0.0;0;0;2;4.898611111111111;
9E7AF5;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_08:52;2025-03-05_06:26;;;2.0;2;2;0.0;0;0;2;4.898611111111111;
9EA8B6;2;;2;0;0;0;0;0;0;0;0;;;;;2025-03-05_10:38;2025-03-05_12:05;;;2.0;2;2;0.5;0;1;2;0.06041666666666667;
9EAB53;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:37;2025-03-05_07:28;;;2.0;2;2;0.5;0;1;2;4.910416666666666;
9E73DD;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:38;2025-03-05_06:53;;;2.0;2;2;0.0;0;0;2;4.885416666666667;
9E6FB7;2;;1;1;0;0;0;0;0;0;0;;;;;2025-02-28_09:15;2025-03-05_07:02;;;2.0;2;2;0.0;0;0;3;4.907638888888889;
9E6A2C;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:27;2025-03-05_07:05;;;2.0;2;2;0.0;0;0;2;4.901388888888889;
9E6A18;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:30;2025-03-05_07:05;;;2.0;2;2;0.0;0;0;2;4.899305555555555;
9E6A29;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:24;2025-03-05_07:10;;;2.0;2;2;0.0;0;0;2;4.906944444444444;
9E6DF1;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_09:49;2025-03-05_07:45;;;2.0;2;2;0.0;0;0;2;4.913888888888889;
9E7197;2;;2;0;0;0;0;0;0;0;0;;;;;2025-02-28_08:48;2025-03-05_07:52;;;2.0;2;2;0.0;0;0;2;4.961111111111111;
